file,RT-5.p,RT-4.p,RT-3.p,RT-2.p,RT-1.p,CONTROL-5.p,CONTROL-4.p,CONTROL-3.p,CONTROL-2.p,CONTROL-1.p,RT+9H10-5.p,RT+9H10-4.p,RT+9H10-3.p,RT+9H10-2.p,RT+9H10-1.p,9H10-5.p,9H10-4.p,9H10-3.p,9H10-2.p,9H10-1.p
RT-5.p,23909053188552.277,1963.0906163271977,2968.8680448254295,7.402554929379248,505178.1141305114,3465.926902347355,9902.664802278854,693.9428205322243,48434.90457521782,72.28728605041884,762.4326413818877,419.3489267316008,246.1404929593753,242.35464331190275,266.77226954011985,3172.51305360425,1485.2902123549268,2.745007120701673,0.026236729096028182,737.009433451045
RT-4.p,180042.63730416432,9.940426987492638e+16,1034.6793763399007,3854400.437077868,2593.952219226642,59112.70541355846,2080.7400050999063,142230.0976508207,50365.80938838383,0.0003745550015994704,1371.074223152786,21015.978472183673,0.0013239058726499519,27022.525834192926,244.0627457997134,30865.1270635662,5022.644379617915,100820.99560525772,67.98650771236281,24998.165040517608
RT-3.p,3284848.5419607684,5711.98516547744,5.171650224399319e+19,51137.0092511225,2.203681275182834,336.965924743747,795.0903162975691,10423.479452434429,5163.4717036726615,890525.3500588767,126305.61226696882,4.933194467621093,241.14778351053462,11564.394856303521,288.0049121839634,474.5309538005448,833919.7626400688,10960.34080782965,785109.8889923115,0.04160527807277846
RT-2.p,566.9299354265986,88234027.48869269,86434.29971976925,7.449554742867842e+20,995587.4212125177,15516.45139370195,1128.809333483374,56570.101438708654,2.115980260291198,49.29095267777479,2056056.766401046,0.4680638559408198,0.0011083797202606426,3.5457364607978112,571551.8163330246,0.010646112790572232,164457.14388300118,719766.5374285101,3803.943040886207,10093.39700916093
RT-1.p,1192246.414905045,171.85067068613287,0.36206547551263085,1116.955900574608,204751498278809.44,10241.368974103387,0.15138851715773405,1916.0143959672503,1068.6200929526028,1318.2506423082077,7.153422281175922,4.6794495082777665,0.038240945522968674,2610.417573899791,39.86520847122893,0.0027761539681499118,1125.4593738266715,96.53531370104503,0.0176154099941651,1235.2355070594429
CONTROL-5.p,833.7410538240631,216.1409575823017,1.9097586981186154,9.63649935364891,803.8231620736294,519497364723.35675,4549.565054183414,3860.1536309446487,320.29726402742926,40831.16233186607,32.18767373941793,1.4811009306477319,1.7259785652416654e-05,39.25179584484435,4.5464144882086215,1.502595970644179,70.90220488201058,24.54594118735655,14.502780947898186,1477.333617782003
CONTROL-4.p,86914270.75679906,1187030.4225075215,14226.683401793462,19384.19064518126,0.6002217336366337,10288444260.230946,2.8887991980952114e+25,34071142356.492737,126241483.20595585,89404070242.30777,3503507.194779939,22477.09036997438,755.3363294452214,255.43947887481235,0.00017359778180497538,811.7952037607316,99679.30814903676,1.0020991174792904,14092544.319391716,15800.48688121918
CONTROL-3.p,18701.61026735683,59260.2430356255,833.3024663062114,2063.210357548134,22608.813303299383,823510.8048100425,3226809.9469258226,2.540137201398881e+16,15904.155986670146,64865.992956840506,93774.17036441946,1426.5236723373957,92.94954045925952,34260.54775525119,4220.321983765034,300.69375440705784,3.9136745301437665,1490.5659512279444,271.57254700460567,20077.414520887512
CONTROL-2.p,123292559.62412715,4595819.37126673,19609.62426950157,1.7181694473884868,4191195.2442476377,15863659.446829978,2903669.108220097,2609633.5114135593,1.0310950004777009e+22,14740183.55048263,469.41392618516124,94935.24966352034,53090.38255694056,3.235953118316702e-06,6226795.797164395,8.232834889092702,12201.070340566965,0.08716012176636315,0.0061109478578725675,7632903.113852854
CONTROL-1.p,17.32662726256494,0.001006154840301095,157.74133724478412,0.8134884454788532,138.09773036503287,40208.24421407257,38917.36527189258,441.204718889947,279.78897152676814,258143951665.98892,0.8617594694463794,347.20004657854815,11.100793031745313,4.780848629165103,0.3461586881805684,5.022081778913918,0.010048209569116704,171.7276160737171,9.633353415240544,210.52521776367237
RT+9H10-5.p,30784866.328225635,121832.72885715422,4676188.720912348,34313363.24484136,1588.3028508545037,92316.22131878312,671214.9926026498,103627142.64508621,814.037002201323,92.22623096194465,1.7148878188376956e+23,45919546.15196024,564.5019103726279,76563400.66780898,4228252.323187609,197520330.37847328,18300483499.08037,38382.23875273897,1176602773.0644157,235028865.76589245
RT+9H10-4.p,8349.115045108805,7974.201867643273,1.6799243118660319,0.25535866818031594,17.596246876015893,23.401253912226586,167.115073239015,1162.6655811876753,1751.9064688765811,37887.621818227264,30738.636950470624,1.5525922402525464e+16,10437.965626847083,4874.060972130936,2120.674467550612,7814.36006803592,11.669735717635564,125.4277722475072,0.38721169135175576,37225.230695544524
RT+9H10-3.p,15844168.876135191,0.00039942233437890355,1692.6166976899824,9.69886926414125e-05,0.040437397575644615,2.1881202839121777e-05,691.5242897602348,4233.555863887419,570756.6157256534,4478728.71083177,1116.331182083842,111362332.69854386,2.4307017896490456e+25,196308553.94101858,0.9079155633371385,147.69118595194615,5927549.966039477,4.281606350680037e-05,2409211.643410022,1606949.5647799324
RT+9H10-2.p,89639.21968826966,158615.57605429034,7931.437293354277,2.931990046774989,595968.3716930859,39799.448495353245,23.060264902854257,606062.3136928076,4.513722555194894e-06,747.2340502714474,1883822.2794983627,83917.59125088547,455343.2130299899,1.9897809638810563e+19,37844.51944324876,0.3980774777883831,4275755.081369031,60353.303257404936,404.91257792854805,2860012.155482435
RT+9H10-1.p,2573826559.45938,2236388.4981124257,91380.02606343532,1595834374.7775316,127442763.39843194,150769406.9912304,0.005064746701226291,11891595969.187263,51277617883.953766,1504.5090738979034,4954693241.624402,11405306530.810472,0.08155119202829715,7199614873.356293,1.1298537799214154e+31,13337269.051323827,0.02236944199691444,7285410841.513002,3855494454.436466,1044188920.3753148
9H10-5.p,241439925.6518122,8547176.758750815,5198.563171203249,0.002312597936442141,0.00020336110570414657,2055.0398802877717,656.8139434198367,64519.603322401985,8.150817055390496,46185.997811226705,895352012.0446575,3723255.0389975985,136.46767487115304,0.13360837273412715,341976.15746234794,9.717262018510377e+24,37490332.71496733,121334.33688195811,207154598.8426408,34059034.50060824
9H10-4.p,41784.62693714441,2083.5253082071167,24674.910087060736,4125.06993922352,12479.353701445256,5307.931512849931,272.87937553295075,3.740705778060732,295.1904641881054,0.03417062730114609,14044946.483777512,12.570153228247731,2535.4155878030083,256804.22543890157,0.15320083768790768,6514.709513127978,2.7574505398199696e+16,37922.62380120784,48650.15230305553,0.029717266898329004
9H10-3.p,58.73350702931441,285380.55734114617,3801.6950069554555,98262.22794293438,3863.163267570213,9663.543096572343,0.8087952400577774,6767.651992528966,0.09907895625559486,251690.85783141365,1263.1730749320961,483.8114093171514,4.222056294455127e-06,26007.980973021684,14710.051354233368,1360.8961748582233,296889.066454009,6.740319962830575e+18,652.9064385891551,1544.263435129149
9H10-2.p,0.09105433618069902,468.41890743975665,2484258.167510817,5434.708063560256,0.010065948324187678,41312.21127483857,178857.1159260667,6008.864871624496,0.007757151104417499,10779.784904024358,100391449.36254537,1.1031603045138816,63333.56340428824,976.3187162602422,132817.69287832847,3939881.876926334,5281584.404353703,3186.2056131216164,3.268038727757224e+21,342900574.41104716
9H10-1.p,15282623.718012404,13537824.113765284,0.0076499187886997725,78520.57969737075,91398387.7412714,372125009.822767,10575.932806312197,29107602.101313658,87420745.95839575,176542913.496722,954456038.9877528,85588767.42988066,1111707.357541795,424903442.40205055,2373548.7947373986,30786587.947526906,0.00881736305315292,115453.79446943547,16318794506.282284,4.485322748813153e+24
